rank,score,year,tags,query,title,venue,doi,url,type,abstract
66,6,2024,,contact-rich manipulation,RTTF: Rapid Tactile Transfer Framework for Contact-Rich Manipulation Tasks,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10801764,https://doi.org/10.1109/iros58592.2024.10801764,proceedings-article,
67,6,2024,,sim-to-real robotics,Sim-to-Real Policy Transfer in Deep Reinforcement Learning,"2024 24th International Conference on Control, Automation and Systems (ICCAS)",10.23919/iccas63016.2024.10773220,https://doi.org/10.23919/iccas63016.2024.10773220,proceedings-article,
68,6,2024,,sim-to-real robotics,Sim-to-Real Transfer for Robotics Using Model-Free Curriculum Reinforcement Learning,2024 IEEE International Conference on Industrial Technology (ICIT),10.1109/icit58233.2024.10540995,https://doi.org/10.1109/icit58233.2024.10540995,proceedings-article,
69,6,2024,,robot tactile perception,Snake Robot with Tactile Perception Navigates on Large-scale Challenging Terrain,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10611384,https://doi.org/10.1109/icra57147.2024.10611384,proceedings-article,
70,6,2023,,contact-rich manipulation,A novel human-robot skill transfer method for contact-rich manipulation task,Robotic Intelligence and Automation,10.1108/ria-01-2023-0002,https://doi.org/10.1108/ria-01-2023-0002,journal-article,"<jats:sec>
<jats:title content-type=""abstract-subheading"">Purpose</jats:title>
<jats:p>The purpose of this paper is to enhance the robot’s ability to complete multi-step contact tasks in unknown or dynamic environments, as well as the generalization ability of the same task in different environments.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Design/methodology/approach</jats:title>
<jats:p>This paper proposes a framework that combines learning from demonstrat"
71,6,2023,,contact-rich manipulation,Augmentation Enables One-Shot Generalization in Learning from Demonstration for Contact-Rich Manipulation,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros55552.2023.10341625,https://doi.org/10.1109/iros55552.2023.10341625,proceedings-article,
72,6,2023,,robot tactile perception,Embodied Active Tactile Perception,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899x/1292/1/012007,https://doi.org/10.1088/1757-899x/1292/1/012007,journal-article,"<jats:title>Abstract</jats:title>
               <jats:p>Tactile perception plays an important role in an agent safely interacting with the environment while acquiring information about it. Bio-inspired robotics opens up possibilities for a new paradigm leveraging the morphology of the body, which filters the tactile information in physical interactions and enables investigations of new designs for embodied active tactile perception. The subjects of morphology embodied active perception and moto"
73,6,2023,,vision language action robotics,Feature distillation from vision-language model for semisupervised action classification,Turkish Journal of Electrical Engineering and Computer Sciences,10.55730/1300-0632.4038,https://doi.org/10.55730/1300-0632.4038,journal-article,"<jats:p>The training of supervised machine learning approaches is critically dependent on annotating large-scale datasets. Semisupervised learning approaches aim to achieve compatible performance with supervised methods using relatively less annotation without sacrificing good generalization capacity. In line with this objective, ways of leveraging unlabeled data have been the subject of intense research. However, semisupervised video action recognition has received relatively less attention com"
74,6,2023,,embodied intelligence scaling,On the Timescales of Embodied Intelligence for Autonomous Adaptive Systems,"Annual Review of Control, Robotics, and Autonomous Systems",10.1146/annurev-control-063022-094301,https://doi.org/10.1146/annurev-control-063022-094301,journal-article,"<jats:p>Embodiment is a crucial concept for the autonomy and adaptivity of systems working in the physical world with high degrees of uncertainty and complexity. The physical bodies of autonomous adaptive systems heavily influence the information flow from the environment to the central processing (and vice versa), requiring us to consider the full triad of brain, body, and environment to investigate intelligent behavior. This article provides a structured review of embodied intelligence with a "
75,6,2023,,sim-to-real robotics,Robot Manipulation Skills Transfer for Sim-to-Real in Unstructured Environments,Electronics,10.3390/electronics12020411,https://doi.org/10.3390/electronics12020411,journal-article,"<jats:p>Robot force control that needs to be customized for the robot structure in unstructured environments with difficult-to-tune parameters guarantees robots’ compliance and safe human–robot interaction in an increasingly expanding work environment. Although reinforcement learning provides a new idea for the adaptive adjustment of these parameters, the policy often needs to be trained from scratch when used in new robotics, even in the same task. This paper proposes the episodic Natural Actor"
76,6,2023,,embodied intelligence scaling,Scaling down migrant homemaking: home possessions and the embodied experience of home,Handbook on Home and Migration,10.4337/9781800882775.00042,https://doi.org/10.4337/9781800882775.00042,book-chapter,
77,6,2023,,robot tactile perception,Tactile-GAT: Tactile Graph Attention Networks for Robot Tactile Perception Classification,,10.21203/rs.3.rs-3261017/v1,https://doi.org/10.21203/rs.3.rs-3261017/v1,posted-content,"<jats:title>Abstract</jats:title>
        <jats:p>As one of the most important senses in human beings, touch can also help robots better perceive and adapt to complex environmental information, improving their autonomous decision-making and execution capabilities. Compared to other perception methods, tactile perception needs to handle multi-channel tactile signals simultaneously, such as pressure, bending, temperature, and humidity. However, directly transferring deep learning algorithms that w"
78,6,2022,,sim-to-real robotics,Bidirectional Sim-to-Real Transfer for GelSight Tactile Sensors With CycleGAN,IEEE Robotics and Automation Letters,10.1109/lra.2022.3167064,https://doi.org/10.1109/lra.2022.3167064,journal-article,
79,6,2022,,sim-to-real robotics,Cloud-Edge Training Architecture for Sim-to-Real Deep Reinforcement Learning,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9981565,https://doi.org/10.1109/iros47612.2022.9981565,proceedings-article,
80,6,2022,,sim-to-real robotics,Dynamic Bipedal Turning through Sim-to-Real Reinforcement Learning,2022 IEEE-RAS 21st International Conference on Humanoid Robots (Humanoids),10.1109/humanoids53995.2022.10000225,https://doi.org/10.1109/humanoids53995.2022.10000225,proceedings-article,
81,6,2022,,embodied intelligence scaling,Embodied Team Intelligence in Multi-Robot Systems,International Joint Conference on Autonomous Agents and Multiagent Systems Proceedings of the Third International Joint Conference on Autonomous Agents and Multiagent Systems - Volume 1,10.65109/txsu5630,https://doi.org/10.65109/txsu5630,proceedings-article,"<jats:p>High-performing human teams leverage intelligent and efficient communication and coordination strategies to collaboratively maximize their joint utility. Inspired by teaming behaviors among humans, I seek to develop computational methods for synthesizing intelligent communication and coordination strategies for collaborative multi-robot systems. I leverage both classical model-based control and planning approaches as well as data-driven methods such as Multi-Agent Reinforcement Learning "
82,6,2022,,robot grasping learning,EMG-Based Grasping Force Estimation for Robot Skill Transfer Learning,Nelineinaya Dinamika,10.20537/nd221221,https://doi.org/10.20537/nd221221,journal-article,"<jats:p>In this study, we discuss a new machine learning architecture, the multilayer preceptron-random forest regressors pipeline (MLP-RF model), which stacks two ML regressors of different kinds to estimate the generated gripping forces from recorded surface electromyographic activity signals (EMG) during a gripping task. We evaluate our proposed approach on a publicly available dataset, putEMG-Force, which represents a sEMG-Force data profile. The sEMG signals were then filtered and preproces"
83,6,2022,,sim-to-real robotics,Grasp Stability Prediction with Sim-to-Real Transfer from Tactile Sensing,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros47612.2022.9981863,https://doi.org/10.1109/iros47612.2022.9981863,proceedings-article,
84,6,2022,,sim-to-real robotics,Zero-shot sim-to-real transfer of reinforcement learning framework for robotics manipulation with demonstration and force feedback,Robotica,10.1017/s0263574722001230,https://doi.org/10.1017/s0263574722001230,journal-article,"<jats:title>Abstract</jats:title><jats:p>In the field of robot reinforcement learning (RL), the reality gap has always been a problem that restricts the robustness and generalization of algorithms. We propose Simulation Twin (SimTwin) : a deep RL framework that can help directly transfer the model from simulation to reality without any real-world training. SimTwin consists of a RL module and an adaptive correct module. We train the policy using the soft actor-critic algorithm only in a simulator"
85,6,2021,,sim-to-real robotics,Blind Bipedal Stair Traversal via Sim-to-Real Reinforcement Learning,Robotics: Science and Systems XVII,10.15607/rss.2021.xvii.061,https://doi.org/10.15607/rss.2021.xvii.061,proceedings-article,
86,6,2021,,sim-to-real robotics,Characterization of Modeling Errors Affecting Performances of a Robotics Deep Reinforcement Learning Controller in a Sim-to-Real Transfer,"2021 44th International Convention on Information, Communication and Electronic Technology (MIPRO)",10.23919/mipro52101.2021.9596864,https://doi.org/10.23919/mipro52101.2021.9596864,proceedings-article,
87,6,2021,,embodied intelligence scaling,Embodied intelligence via learning and evolution,Nature Communications,10.1038/s41467-021-25874-z,https://doi.org/10.1038/s41467-021-25874-z,journal-article,"<jats:title>Abstract</jats:title><jats:p>The intertwined processes of learning and evolution in complex environmental niches have resulted in a remarkable diversity of morphological forms. Moreover, many aspects of animal intelligence are deeply embodied in these evolved morphologies. However, the principles governing relations between environmental complexity, evolved morphology, and the learnability of intelligent control, remain elusive, because performing large-scale in silico experiments on"
88,6,2021,,sim-to-real robotics,Grounded action transformation for sim-to-real reinforcement learning,Machine Learning,10.1007/s10994-021-05982-z,https://doi.org/10.1007/s10994-021-05982-z,journal-article,"<jats:title>Abstract</jats:title><jats:p>Reinforcement learning in simulation is a promising alternative to the prohibitive sample cost of reinforcement learning in the physical world. Unfortunately, policies learned in simulation often perform worse than hand-coded policies when applied on the target, physical system. Grounded simulation learning (<jats:sc>gsl</jats:sc>) is a general framework that promises to address this issue by altering the simulator to better match the real world (Farchy e"
89,6,2021,,robot reinforcement learning,"Learning for a Robot: Deep Reinforcement Learning, Imitation Learning, Transfer Learning",Sensors,10.3390/s21041278,https://doi.org/10.3390/s21041278,journal-article,"<jats:p>Dexterous manipulation of the robot is an important part of realizing intelligence, but manipulators can only perform simple tasks such as sorting and packing in a structured environment. In view of the existing problem, this paper presents a state-of-the-art survey on an intelligent robot with the capability of autonomous deciding and learning. The paper first reviews the main achievements and research of the robot, which were mainly based on the breakthrough of automatic control and ha"
90,6,2021,,imitation learning robotics,Robot Manipulation Learning Using Generative Adversarial Imitation Learning,Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence,10.24963/ijcai.2021/678,https://doi.org/10.24963/ijcai.2021/678,proceedings-article,"<jats:p>Imitation learning allows learning complex behaviors given demonstrations. Early approaches belonging to either Behavior Cloning or Inverse Reinforcement Learning were however of limited scalability to complex environments. A more promising approach termed as Generative Adversarial Imitation Learning tackles the imitation learning problem by drawing a connection with Generative Adversarial Networks. In this work, we advocate the use of this class of methods and investigate possible exten"
91,6,2021,,imitation learning robotics,Self-Imitation Advantage Learning,International Joint Conference on Autonomous Agents and Multiagent Systems Proceedings of the Third International Joint Conference on Autonomous Agents and Multiagent Systems - Volume 1,10.65109/kkvm3697,https://doi.org/10.65109/kkvm3697,proceedings-article,"<jats:p>Self-imitation learning is a Reinforcement Learning (RL) method that encourages actions whose returns were higher than expected, which helps in hard exploration and sparse reward problems. It was shown to improve the performance of on-policy actor-critic methods in several discrete control tasks. Nevertheless, applying self-imitation to the mostly action-value based off-policy RL methods is not straightforward. We propose SAIL, a novel generalization of self-imitation learning for off-po"
92,6,2021,,sim-to-real robotics,Sim-to-Real Transfer for Robotic Manipulation with Tactile Sensory,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636259,https://doi.org/10.1109/iros51168.2021.9636259,proceedings-article,
93,6,2020,,robot tactile perception,Embodied tactile perception and learning,Brain Science Advances,10.26599/bsa.2020.9050012,https://doi.org/10.26599/bsa.2020.9050012,journal-article,"<jats:p>Various living creatures exhibit embodiment intelligence, which is reflected by a collaborative interaction of the brain, body, and environment. The actual behavior of embodiment intelligence is generated by a continuous and dynamic interaction between a subject and the environment through information perception and physical manipulation. The physical interaction between a robot and the environment is the basis for realizing embodied perception and learning. Tactile information plays a c"
94,6,2020,,sim-to-real robotics,Learning of Real-to-Sim Image Transfer with Latent Dynamics Model,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),10.1299/jsmermd.2020.1p1-b07,https://doi.org/10.1299/jsmermd.2020.1p1-b07,journal-article,
95,6,2020,,sim-to-real robotics,Meta Reinforcement Learning for Sim-to-real Domain Adaptation,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9196540,https://doi.org/10.1109/icra40945.2020.9196540,proceedings-article,
96,6,2020,,sim-to-real robotics,Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning,Applied Sciences,10.3390/app10051555,https://doi.org/10.3390/app10051555,journal-article,"<jats:p>Compared to traditional data-driven learning methods, recently developed deep reinforcement learning (DRL) approaches can be employed to train robot agents to obtain control policies with appealing performance. However, learning control policies for real-world robots through DRL is costly and cumbersome. A promising alternative is to train policies in simulated environments and transfer the learned policies to real-world scenarios. Unfortunately, due to the reality gap between simulated "
97,6,2020,,sim-to-real robotics,Reinforced Grounded Action Transformation for Sim-to-Real Transfer,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros45743.2020.9341149,https://doi.org/10.1109/iros45743.2020.9341149,proceedings-article,
98,6,2020,,sim-to-real robotics,Scalable sim-to-real transfer of soft robot designs,2020 3rd IEEE International Conference on Soft Robotics (RoboSoft),10.1109/robosoft48309.2020.9116004,https://doi.org/10.1109/robosoft48309.2020.9116004,proceedings-article,
99,6,2020,,robotics scaling law,Scaling data-driven robotics with reward sketching and batch reinforcement learning,Robotics: Science and Systems XVI,10.15607/rss.2020.xvi.076,https://doi.org/10.15607/rss.2020.xvi.076,proceedings-article,
100,6,2020,,sim-to-real robotics,Sim-to-Real Transfer for Optical Tactile Sensing,2020 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra40945.2020.9197512,https://doi.org/10.1109/icra40945.2020.9197512,proceedings-article,
101,6,2020,,sim-to-real robotics,Sim-to-Real Transfer in Deep Reinforcement Learning for Robotics: a Survey,2020 IEEE Symposium Series on Computational Intelligence (SSCI),10.1109/ssci47803.2020.9308468,https://doi.org/10.1109/ssci47803.2020.9308468,proceedings-article,
102,6,2019,,robot manipulation scaling,Scaling Robot Supervision to Hundreds of Hours with RoboTurk: Robotic Manipulation Dataset through Human Reasoning and Dexterity,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros40897.2019.8968114,https://doi.org/10.1109/iros40897.2019.8968114,proceedings-article,
103,6,2019,,sim-to-real robotics,Sim-to-Real in Reinforcement Learning for Everyone,"2019 Latin American Robotics Symposium (LARS), 2019 Brazilian Symposium on Robotics (SBR) and 2019 Workshop on Robotics in Education (WRE)",10.1109/lars-sbr-wre48964.2019.00060,https://doi.org/10.1109/lars-sbr-wre48964.2019.00060,proceedings-article,
104,6,2015,,robot planning learning,Reinforcement transfer learning with feature information for robot motion planning,"WIT Transactions on Engineering Sciences Advanced Control, Automation and Robotics",10.2495/acar140331,https://doi.org/10.2495/acar140331,proceedings-article,
105,6,2014,,robot reinforcement learning,Multi-timescale nexting in a reinforcement learning robot,Adaptive Behavior,10.1177/1059712313511648,https://doi.org/10.1177/1059712313511648,journal-article,"<jats:p>The term ‘nexting’ has been used by psychologists to refer to the propensity of people and many other animals to continually predict what will happen next in an immediate, local, and personal sense. The ability to ‘next’ constitutes a basic kind of awareness and knowledge of one’s environment. In this paper we present results with a robot that learns to next in real time, making thousands of predictions about sensory input signals at timescales from 0.1 to 8 seconds. Our predictions are "
106,6,2012,,embodied intelligence scaling,(Re)scaling identities: Embodied others and alternative spaces of identification,Ethnicities,10.1177/1468796811434487,https://doi.org/10.1177/1468796811434487,journal-article,"<jats:p>
                    This article draws attention to life as an ‘internal stranger’ in the city, the nation and other spatial formations. It explores the habitability of the different spatial formations and the possibilities of identification for ethnic minority groups. Drawing on research on citizens in Copenhagen of Pakistani origin, the study employs theoretical ideas of estrangement, identification and recognition in order to obtain a thorough understanding of the complexity and the "
107,6,2012,,robot reinforcement learning,Multi-timescale Nexting in a Reinforcement Learning Robot,Lecture Notes in Computer Science From Animals to Animats 12,10.1007/978-3-642-33093-3_30,https://doi.org/10.1007/978-3-642-33093-3_30,book-chapter,
108,6,2008,,contact-rich manipulation,Non-contact mesoscale manipulation using laser induced convection flows,2008 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2008.4650918,https://doi.org/10.1109/iros.2008.4650918,proceedings-article,
109,6,2007,,contact-rich manipulation,Contact Angle Manipulation for Liquid Bridge Based Microgripper,"Volume 3: 19th International Conference on Design Theory and Methodology; 1st International Conference on Micro- and Nanosystems; and 9th International Conference on Advanced Vehicle Tire Technologies, Parts A and B",10.1115/detc2007-35599,https://doi.org/10.1115/detc2007-35599,proceedings-article,<jats:p>Manipulation of micron sized components is essential for microassembly. Understanding the dominant adhesive forces in the micro-scale as well as devising techniques to control them is needed in order to design a proper micro manipulation apparatus. A liquid bridge based micromanipulation scheme is presented in this paper. The adhesive forces like capillary and surface tension force are prominent in micro scale due to scaling law and provides sufficient force for pickup of an object. The 
110,6,2004,,robot tactile perception,Robot Finger Design for Developmental Tactile Interaction,Lecture Notes in Computer Science Embodied Artificial Intelligence,10.1007/978-3-540-27833-7_16,https://doi.org/10.1007/978-3-540-27833-7_16,book-chapter,
111,6,2004,,embodied intelligence scaling,Scaling culture: rock climbing and the embodied nature of spatial knowledge,Anthropology Southern Africa,10.1080/02580144.2004.11658013,https://doi.org/10.1080/02580144.2004.11658013,journal-article,
112,6,1993,,robot manipulation scaling,Scaling Up Reinforcement Learning for Robot Control,Machine Learning Proceedings 1993,10.1016/b978-1-55860-307-3.50030-7,https://doi.org/10.1016/b978-1-55860-307-3.50030-7,book-chapter,
113,6,1991,,robotics scaling law,Scaling Reinforcement Learning to Robotics by Exploiting the Subsumption Architecture,Machine Learning Proceedings 1991,10.1016/b978-1-55860-200-7.50068-4,https://doi.org/10.1016/b978-1-55860-200-7.50068-4,book-chapter,
114,5,2026,,vision language action robotics,3D-GENERALIST: Vision-Language-Action Models for Crafting 3D Worlds,2026 International Conference on 3D Vision (3DV),10.1109/3dv69130.2026.00177,https://doi.org/10.1109/3dv69130.2026.00177,proceedings-article,
115,5,2026,,embodiment generalization robotics,A Cross-Embodiment Gripper Benchmark for Rigid-Object Manipulation in Aerial and Industrial Robotics,IEEE Robotics and Automation Letters,10.1109/lra.2026.3677707,https://doi.org/10.1109/lra.2026.3677707,journal-article,
116,5,2026,,robot grasping learning,A study of optimal control strategies for deep reinforcement learning in robot grasping tasks,"International Conference on Mechanical, Engineering, and Interaction Design (ICMEID 2025)",10.1117/12.3084881,https://doi.org/10.1117/12.3084881,proceedings-article,
117,5,2026,,imitation learning robotics,A survey on imitation learning for contact-rich tasks in robotics,The International Journal of Robotics Research,10.1177/02783649261417694,https://doi.org/10.1177/02783649261417694,journal-article,"<jats:p>This paper comprehensively surveys research trends in imitation learning (IL) for contact-rich robotic tasks. Contact-rich tasks, which require complex physical interactions with the environment, represent a central challenge in robotics due to their nonlinear dynamics and sensitivity to small positional deviations. The paper examines demonstration collection methodologies, including teaching methods and sensory modalities crucial for capturing subtle interaction dynamics. We then analyz"
118,5,2026,,vision language action robotics,A Survey on Vision–Language–Action Models for Embodied AI,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2025.3650584,https://doi.org/10.1109/tnnls.2025.3650584,journal-article,
119,5,2026,,robot manipulation scaling,A Taxonomy for Evaluating Generalist Robot Manipulation Policies,IEEE Robotics and Automation Letters,10.1109/lra.2026.3656785,https://doi.org/10.1109/lra.2026.3656785,journal-article,
120,5,2026,,contact-rich manipulation,Adaptive Visual-Tactile Fusion for Contact-Rich Dexterous Manipulation,IEEE Robotics and Automation Letters,10.1109/lra.2026.3681124,https://doi.org/10.1109/lra.2026.3681124,journal-article,
121,5,2026,,robot foundation model,Anomaly Detection and Robot Foundation Model-Based Robot Arm Control Platform for Manufacturing AX,Journal of Korea Multimedia Society,10.9717/kmms.2026.29.2.262,https://doi.org/10.9717/kmms.2026.29.2.262,journal-article,
122,5,2026,,embodied intelligence scaling,Application of Embodied Intelligence in Intelligent Warehousing and Logistics Scenarios,Engineering Reports,10.1002/eng2.70671,https://doi.org/10.1002/eng2.70671,journal-article,"<jats:title>ABSTRACT</jats:title>
                  <jats:p>This study integrates embodied intelligence (EI) with a two‐stage two‐sided Hotelling duopoly model to reveal how physical intelligence reshapes digital platform equilibrium in intelligent logistics. By embedding EI‐driven efficiency parameters into market cost functions, the model demonstrates that improved perception and coordination reduce the effective transportation cost and transform pricing dynamics between competing platforms. E"
123,5,2026,,embodied intelligence scaling,Approaches to Scaling Skill Intelligence Platforms,Human Resource and Leadership Journal,10.47941/hrlj.3446,https://doi.org/10.47941/hrlj.3446,journal-article,"<jats:p>Purpose: Skill Intelligence Platform (SIP) Support for hiring skills, mobility and learning. This conceptual document synthesizes empirical conclusions to identify SIP scalable and responsible approaches.
Methodology: We have made an integrated overview of fifteen sources with skill extraction, oncology leveling, knowledge of knowledge and operation results. Studies have been carried out for HR relevance and clear data report, matrix and references. The evidence was coded on the map of "
124,5,2026,,embodiment generalization robotics,Augmented Body Parts: Bridging VR Embodiment and Wearable Robotics,Proceedings of the Extended Abstracts of the 2026 CHI Conference on Human Factors in Computing Systems,10.1145/3772363.3778688,https://doi.org/10.1145/3772363.3778688,proceedings-article,
125,5,2026,,embodied intelligence scaling,Beijing bets on embodied intelligence to secure structural power,,10.59425/eabc.1776981600,https://doi.org/10.59425/eabc.1776981600,report,
126,5,2026,,robot policy foundation model,Boosting Contextual Adaptive Policy Learning with Foundation Model Guidance,"ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/icassp55912.2026.11461671,https://doi.org/10.1109/icassp55912.2026.11461671,proceedings-article,
127,5,2026,,embodied intelligence scaling,Brain-like optical computing: a pathway from edge intelligence to embodied intelligence,National Science Review,10.1093/nsr/nwag336,https://doi.org/10.1093/nsr/nwag336,journal-article,"<jats:p>Moving beyond matrix-based optics, brain-like optical computing combines photonic memory, learning and event-driven processing for ultralow-latency perception, high-bandwidth interaction and energy-efficient autonomous control across edge and embodied systems.</jats:p>"
128,5,2026,,robot locomotion scaling,Breakthrough in Robot Locomotion Using Reinforcement Learning,International Journal for Research in Applied Science and Engineering Technology,10.22214/ijraset.2026.80403,https://doi.org/10.22214/ijraset.2026.80403,journal-article,"<jats:p>Recent breakthroughs in reinforcement learning (RL) have significantly advanced the field of robot locomotion,
paving the way for autonomous systems that can learn agile, adaptive, and robust movement strategies without relying on
explicit, hand-engineered control policies. Traditional model-based control approaches, while effective in structured
environments, often face limitations when deployed in dynamic, uncertain, or complex terrains due to their reliance on precise
system modeling "
129,5,2026,,contact-rich manipulation,Can Policy Learning with Time Limits be used for Contact-rich Industrial Manipulation?,2026 IEEE/SICE International Symposium on System Integration (SII),10.1109/sii64115.2026.11404482,https://doi.org/10.1109/sii64115.2026.11404482,proceedings-article,
130,5,2026,,contact-rich manipulation,Contact Sensing Gripper for Cable Manipulation,IEEE/ASME Transactions on Mechatronics,10.1109/tmech.2026.3671330,https://doi.org/10.1109/tmech.2026.3671330,journal-article,
131,5,2026,,robot world model,Coordinated World Model Learning for Deep Space Robot Teams,2026 IEEE Aerospace Conference,10.1109/aero66936.2026.11519895,https://doi.org/10.1109/aero66936.2026.11519895,proceedings-article,
132,5,2026,,robot foundation model,Cosmos-Surg-DVRK: World Foundation Model-Based Automated Online Evaluation of Surgical Robot Policy Learning,IEEE Robotics and Automation Letters,10.1109/lra.2026.3675962,https://doi.org/10.1109/lra.2026.3675962,journal-article,
133,5,2026,,contact-rich manipulation,Data-Efficient and Contact-Rich Manipulation Through Diffusion Augmentation and Vision-Language Models,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i47.41353,https://doi.org/10.1609/aaai.v40i47.41353,journal-article,"<jats:p>Recent progress in robot learning has produced impressive
results, yet many systems still require learning from large
datasets of demonstrations and are less effective in clutter
or with highly deformable objects. This talk presents work
on data-efficient manipulation using (i) diffusion-based
augmentation that synthesizes geometrically consistent
images and action labels to reduce demonstration requirements and
(ii) Vision-Language Models (VLMs) that inject high-level
semantics for cont"
134,5,2026,,robot control learning,Deep Reinforcement Learning Control of a Hexapod Robot,Actuators,10.3390/act15010033,https://doi.org/10.3390/act15010033,journal-article,"<jats:p>Recent advances in legged robotics have highlighted deep reinforcement learning (DRL)-based controllers for their robust adaptability to diverse, unstructured environments. While position-based DRL controllers achieve high tracking accuracy, they offer limited disturbance rejection, which degrades walking stability; torque-based DRL controllers can mitigate this issue but typically require extensive time and trial-and-error to converge. To address these challenges, we propose a Real-Time"
135,5,2026,,embodied intelligence scaling,Designing microrobots with embodied physical intelligence,Science Robotics,10.1126/scirobotics.aei0811,https://doi.org/10.1126/scirobotics.aei0811,journal-article,<jats:p>A flexible chain of 3D microprinted units exhibits emergent dynamics in response to environmental interactions.</jats:p>
136,5,2026,,contact-rich manipulation,Dexterous contact-rich manipulation via the contact trust region,The International Journal of Robotics Research,10.1177/02783649251398875,https://doi.org/10.1177/02783649251398875,journal-article,"<jats:p>
                    What is a good local description of contact dynamics for contact-rich manipulation, and where can we trust this local description? While many approaches often rely on the Taylor approximation of dynamics with an ellipsoidal trust region, we argue that such approaches are fundamentally inconsistent with the unilateral nature of contact. As a remedy, we present the contact trust region (CTR), which captures the unilateral nature of contact while remaining efficient for"
137,5,2026,,robot planning learning,Dynamic Path Planning of Indoor Robot Based on Deep Reinforcement Learning,"2026 International Conference on Digital Analysis and Processing, Intelligent Computation (DAPIC)",10.23919/dapic.2026.00068,https://doi.org/10.23919/dapic.2026.00068,proceedings-article,
138,5,2026,,robot policy foundation model,Dynamic Policy Learning for Legged Robot With Simplified Model Pretraining and Model-Homotopy-Inspired Transfer,IEEE Robotics and Automation Letters,10.1109/lra.2026.3692082,https://doi.org/10.1109/lra.2026.3692082,journal-article,
139,5,2026,,robot world model,Editorial: Reinforcement learning for real-world robot navigation,Frontiers in Robotics and AI,10.3389/frobt.2026.1861947,https://doi.org/10.3389/frobt.2026.1861947,journal-article,
140,5,2026,,embodied intelligence scaling,EIoT: Embodied Intelligence of Things,Tsinghua Science and Technology,10.26599/tst.2025.9010127,https://doi.org/10.26599/tst.2025.9010127,journal-article,
141,5,2026,,embodied intelligence scaling,Embodied Autonomous Intelligence: A Historical Perspective,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899x/1343/1/012011,https://doi.org/10.1088/1757-899x/1343/1/012011,journal-article,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    Survival is one of the essential characteristics of animals. In this review, we trace the historical development of themes related to
                    <jats:italic>embodied autonomous intelligence</jats:italic>
                    in the fields of artificial agents and robotics research. Previous work on robotics and neural models has focused on constructing models targeting specific cognitive functions, such as "
142,5,2026,,embodied intelligence scaling,Embodied Cross-Domain Intelligence in Biomedical Microrobots: A Review,Cyborg and Bionic Systems,10.34133/cbsystems.0546,https://doi.org/10.34133/cbsystems.0546,journal-article,"<jats:p>
                    Microrobots are emerging as transformative tools for biomedical applications, including minimally invasive diagnostics, targeted therapy, and microsurgical intervention. However, achieving reliable performance and adaptation to diverse tasks and environments requires capabilities that exceed any single form of intelligence. Here, we introduce embodied cross-domain intelligence, a framework for synergistic coupling across physical, biological, computational, and human"
143,5,2026,,embodied intelligence scaling,Embodied Intelligence,,10.7551/mitpress/15999.001.0001,https://doi.org/10.7551/mitpress/15999.001.0001,edited-book,
144,5,2026,,embodied intelligence scaling,Embodied Intelligence,Handbook of Human-Centered Artificial Intelligence,10.1007/978-981-95-3658-0_8,https://doi.org/10.1007/978-981-95-3658-0_8,book-chapter,
145,5,2026,,embodied intelligence scaling,EMBODIED INTELLIGENCE AND ECOLOGICAL WELFARE PERFORMANCE: EVIDENCE FROM CHINESE CITIES,Applied Ecology and Environmental Research,10.15666/aeer/2401_483511,https://doi.org/10.15666/aeer/2401_483511,journal-article,
